keyword,name,category,subcategory,image,price,item_no,location,description,description_link,url
magic tape,5m Magic Nano Tape Doppelseitiges Klebeband Abnehmbares Gel Spurloses Klebeband,Möbel & Wohnen,Haushalt|Sonstige|Business & Industrie|Transport & Logistik|Verpackung & Versand|Packbänder & -schnüre|Sonstige,https://i.ebayimg.com/images/g/aXwAAOSwi85deLPq/s-l300.jpg,"EUR 9,98",392309673692,,"{'Hersteller': 'No-Namenicht zutreffend', 'EAN': 'Nicht zutreffend'}",https://vi.vipr.ebaydesc.com/ws/eBayISAPI.dll?ViewItemDescV4&item=392309673692&t=1605458333000&category=300&seller=hkbizzoe&excSoj=1&excTrk=1&lsite=77&ittenable=false&domain=ebay.de&descgauge=1&cspheader=1&oneClk=2&secureDesc=1,https://www.ebay.de/itm/392309673692
katzenklappe mit mauserkennung,Katzentür S-XL Katzen für Katzen Hunde mit Tunnel 4Wege Hundeklappe Katzenklappe,Haustierbedarf,Katzen|Katzenklappen,https://i.ebayimg.com/images/g/VjcAAOSw9Q9foS07/s-l300.jpg,"EUR 14,88",203165595007,,"{'Farbe': 'White, BrownManuell', 'Menge': '1 Piecekatzenklappe', 'Anzug für': 'Door, Panel ,WallPlastic', 'artikel': 'Pet DoorNicht Zutreffend', 'Herkunftsort': 'Guangdong, China (Mainland)Nein', '4-Wege-Verriegelung': 'Open, Fully Locked, Out Only, In Only.China', 'Ideal für': 'Dog, CatNicht zutreffend', 'S Rahmengröße': '19 x 20cm/ 7.4 x 7.8 inch (W x H)Nicht zutreffend', 'L Rahmengröße': '23.5 x 25cm/ 9.2 x 9.8 inch (W x H)'}",https://vi.vipr.ebaydesc.com/ws/eBayISAPI.dll?ViewItemDescV4&item=203165595007&t=1604398827000&category=117421&seller=sapphieset&excSoj=1&excTrk=1&lsite=77&ittenable=false&domain=ebay.de&descgauge=1&cspheader=1&oneClk=2&secureDesc=1,https://www.ebay.de/itm/203165595007
fitness tracker kompatibel mit s health,Fitmax Smartwatch/Fit,Sport,Fitness & Jogging|Sportelektronik|Aktivitätstracker,https://i.ebayimg.com/images/g/MjEAAOSw6Gxe0V5H/s-l300.jpg,"EUR 48,00",283998195964,,"{'Herstellergarantie': '2 JahreDisplay Auflösung: 135x240 Pixel', 'Set enthält': 'Fitnesstracker, Armband, BedienungsanleitungS30389099946521140, Fitbit, Fitnesstracker, Fitnessuhr, Smartwatch, Smartwatch mit Temperaturmessung, Fitnesstracker mit Temperatur Messung, KF20-2020', 'Modell': 'Fitbit25 Gramm', 'Stromquelle': 'AkkuHandgelenk', 'Farbe': 'SchwarzWK1069, Beschleunigungssensor', 'Batteriedauer': 'Bis zu 10 TagenWearFit2 App', 'Produktart': 'Activity TrackerAndroid, iOS', 'Abteilung': 'Unisex Erwachsene24 mm', 'Länge': '24 mmDezimal- & Britisches System', 'Höhe': '42 mm3', 'Eigenschaften': 'Bluetooth,Herzfrequenzmesser,Schlaf-Tracker,SchrittzählerBis zu 7 Tagen', 'App': 'Ja36 mm', 'Aktivität': 'SchlafenKörpertemperatur-Messung, Fieberthermometer, Fieber, WearFit2 App, Kamera Fernbedienung, kein Ladekabel erforderlich, Durchschnittliche Herfrequenz, EKG-Funktion, Kamerabedienung, Musik Steuerung, Kalender, Anti Lost, Uhr suchen, Multisport Modus, Nachtmodus, Bitte nicht stören Modus, Alarm, Armband, Bluetooth, Temperatur', 'Material': 'PC KunststoffFitmax', 'Sportart/Aktivität': 'Fahrrad, Wandern, Basketball, Fussball, Fußball, Fitnessstudio & Training, Laufen & JoggenArmband', 'Bildschirmauflösung': '135 x 240Armbandlänge inkl. Uhr max 23 cm', 'Verfügbare Messungen': 'Schrittzähler, Körpertemperatur, Fieber, Blutdruck, Entfernung, Herzfrequenz, Kalorien, ZeitIndoor/Outdoor', 'EAN': 'Nicht zutreffend'}",https://vi.vipr.ebaydesc.com/ws/eBayISAPI.dll?ViewItemDescV4&item=283998195964&t=1603266131000&category=179798&seller=sbn-shop&excSoj=1&excTrk=1&lsite=77&ittenable=false&domain=ebay.de&descgauge=1&cspheader=1&oneClk=2&secureDesc=1,https://www.ebay.de/itm/283998195964
katzenklappe mit mauserkennung,Trixie Freilauftür Katzenklappe Ersatzklappe,Haustierbedarf,Katzen|Katzenklappen,https://i.ebayimg.com/images/g/n7EAAOSwIh5drCgf/s-l300.jpg,"EUR 8,95",303328867991,,"{'Herstellernummer': 'nicht zutreffendKatzenklappe (Verschließbar)', 'Verschlussmechanismus': 'ManuellKunststoff'}",https://vi.vipr.ebaydesc.com/ws/eBayISAPI.dll?ViewItemDescV4&item=303328867991&t=1604409954000&category=117421&seller=zoolala24-de&excSoj=1&excTrk=1&lsite=77&ittenable=false&domain=ebay.de&descgauge=1&cspheader=1&oneClk=2&secureDesc=1,https://www.ebay.de/itm/303328867991
fitness tracker kompatibel mit s health,Bluetooth Smartwatch Armband Uhr Heart Rate Sport Fitness Tracker Wasserdicht,Handys & Kommunikation,Smartwatches,https://i.ebayimg.com/images/g/dZAAAOSwvsJfkVlP/s-l300.jpg,"EUR 16,99/Stk.",402507894115,,"{'Gehäusegröße': '24mmAndroid, iOS - Apple', 'Herstellergarantie': '1 JahrMarkenlos', 'Batteriekapazität': '150mAh116 Pro', 'Bluetooth': 'Bluetooth 5.0Schwarz/Silber', 'Produkt-APP': 'LEFUN HEALTHnicht zutreffend', 'Support-Handy-System': 'Android 4.4 oder höher, IOS9.0 oder höherJa', 'Wasserdichtes Niveau': 'IP67Edelstahl', 'Armbandmaterial': 'Silikon/Gummi220mm'}",https://vi.vipr.ebaydesc.com/ws/eBayISAPI.dll?ViewItemDescV4&item=402507894115&t=1603418657000&category=178893&seller=hmengcell&excSoj=1&excTrk=1&lsite=77&ittenable=false&domain=ebay.de&descgauge=1&cspheader=1&oneClk=2&secureDesc=1,https://www.ebay.de/itm/402507894115
bosch bbhl21840,BOSCH HANDSTAUBSAUGE,Haushaltsgeräte,Staubsauger|Staubsauger|Mehr anzeigen Bosch BBHL21840 Readyy'y Lithium 18V Akku...,https://i.ebayimg.com/images/g/15gAAOSwiDxfeth1/s-l300.jpg,,203168147962,,"{'Anschlussart': 'KabellosSchwarz', 'Spannung': '18 VBBHL21840', 'Mit/Ohne Beutel': 'BeutellosWaschbar', 'Produktart': 'Handstaubsauger0,4 L', 'Marke': 'Bosch40 min', 'MPN': 'BBHL218404242002992822'}",https://vi.vipr.ebaydesc.com/ws/eBayISAPI.dll?ViewItemDescV4&item=203168147962&t=0&category=20614&seller=nr.1-deals.24&excSoj=1&excTrk=1&lsite=77&ittenable=false&domain=ebay.de&descgauge=1&cspheader=1&oneClk=2&secureDesc=1,https://www.ebay.de/itm/203168147962
fitness tracker kompatibel mit s health,Smartwatch Bluetooth Armbanduhr Herzfrequenzme,Handys & Kommunikation,Smartwatches,https://i.ebayimg.com/images/g/hl8AAOSw08Fe6zLZ/s-l300.jpg,"EUR 17,99/Stk.",233622806541,,"{'Gehäusegröße': '24mmAndroid, iOS - Apple', 'Herstellergarantie': '1 JahrMarkenlos', 'Batteriekapazität': '150mAhR7', 'Bluetooth': 'Bluetooth 5.0Schwarz/Silber', 'Produkt-APP': 'LEFUN HEALTHnicht zutreffend', 'Support-Handy-System': 'Android 4.4 oder höher, IOS9.0 oder höherJa', 'Wasserdichtes Niveau': 'IP67Edelstahl', 'Armbandmaterial': 'Silikon/Gummi220mm'}",https://vi.vipr.ebaydesc.com/ws/eBayISAPI.dll?ViewItemDescV4&item=233622806541&t=1603527566000&category=178893&seller=sotopstore&excSoj=1&excTrk=1&lsite=77&ittenable=false&domain=ebay.de&descgauge=1&cspheader=1&oneClk=2&secureDesc=1,https://www.ebay.de/itm/233622806541
bosch bbhl21840,"Bosch 12019016 Filter für BBHL21840, BBHL21841 BBHL2211CN BBHL2212CN BBHL2213...",Haushaltsgeräte,Staubsauger|Staubsauger-Ersatzteile|Mehr anzeigen Bosch 12019016 Filter für Bbhl2d18gb Bbhl...,https://i.ebayimg.com/images/g/9rgAAOSwz5Fal8Zo/s-l300.jpg,"EUR 9,99",173162150211,,"{'Produktart': 'Filter/Filterzubehör12019016', 'EAN': 'Nicht zutreffend'}",https://vi.vipr.ebaydesc.com/ws/eBayISAPI.dll?ViewItemDescV4&item=173162150211&t=1519896170000&category=42146&seller=piebert-sales&excSoj=1&excTrk=1&lsite=77&ittenable=false&domain=ebay.de&descgauge=1&cspheader=1&oneClk=2&secureDesc=1,https://www.ebay.de/itm/173162150211
klimageraet ohne aussengeraet,Klimaanlage UNICO AIR 8SF funktioniert ohne Außengerät/Abl,Heimwerker,Installation|Heizungs- & Klimasysteme|Mini-Split- & Inverter-Systeme|Mehr anzeigen Olimpia Splendid Unico Air 8 SF Monoblock...,https://i.ebayimg.com/images/g/jVAAAOSwaFhe7UMQ/s-l300.jpg,"EUR 949,00",274402560854,,"{'Spannung': '230 VMonosplit-Klimagerät', 'Marke': 'OlimpiaSplendidunico(sf', 'Herstellungsland und -region': 'Italien1500-1999 W', 'EAN': '80211830150341', 'Geeignet für Räume bis zu': '15 bis 24 m²R410a', 'Empfohlene Raumgröße (m²) bei 60Watt/m²': '30491', 'Verbrauch Kühlen (kWh)': '0,7 kW978', 'Energieeffizienzklasse Kühlen (mittel)': 'A164'}",https://vi.vipr.ebaydesc.com/ws/eBayISAPI.dll?ViewItemDescV4&item=274402560854&t=0&category=185110&seller=hanse-handels-haus&excSoj=1&excTrk=1&lsite=77&ittenable=false&domain=ebay.de&descgauge=1&cspheader=1&oneClk=2&secureDesc=1,https://www.ebay.de/itm/274402560854
klimageraet ohne aussengeraet,3S OLIMPIA SPLENDID UNICO EASY S1 HP 2 KW Wärmepumpe klimaanlage ohne außengerät,Heimwerker,Installation|Heizungs- & Klimasysteme|Mini-Split- & Inverter-Systeme,https://i.ebayimg.com/images/g/XQwAAOSw0M9fcuqr/s-l300.jpg,"EUR 882,00",191781904146,Aus Italien,{'EAN': '8021183010558'},https://vi.vipr.ebaydesc.com/ws/eBayISAPI.dll?ViewItemDescV4&item=191781904146&t=1601367022000&category=185110&seller=supersamastore&excSoj=1&excTrk=1&lsite=77&ittenable=false&domain=ebay.de&descgauge=1&cspheader=1&oneClk=2&secureDesc=1&oversion=3add44af,https://www.ebay.de/itm/191781904146
bosch bbhl21840,BOSCH HANDSTAUBSAUGE,Haushaltsgeräte,Staubsauger|Staubsauger|Mehr anzeigen Bosch BBHL21840 Readyy'y Lithium 18V Akku...,https://i.ebayimg.com/images/g/uiUAAOSw4MdfrtVo/s-l300.jpg,,353284378338,,"{'Anschlussart': 'KabellosSchwarz', 'Spannung': '18 VBBHL21840', 'Mit/Ohne Beutel': 'BeutellosWaschbar', 'Produktart': 'Handstaubsauger0,4 L', 'Marke': 'Bosch40 min', 'MPN': 'BBHL218404242002992822'}",https://vi.vipr.ebaydesc.com/ws/eBayISAPI.dll?ViewItemDescV4&item=353284378338&t=0&category=20614&seller=dauerschnaeppchen&excSoj=1&excTrk=1&lsite=77&ittenable=false&domain=ebay.de&descgauge=1&cspheader=1&oneClk=2&secureDesc=1,https://www.ebay.de/itm/353284378338
lymphdrainage geraet,I-press4 Lymphdrainageg,Beauty & Gesundheit,Massage|Massagegeräte,https://i.ebayimg.com/images/g/NQYAAOSwfgpfhWGP/s-l300.jpg,"EUR 395,00",174429933956,,"{'Länge': '17 cmI-press4', 'Herstellergarantie': '2 Jahre2 kg', 'Funktion': 'BeinmassagegerätNein', 'Therapie': 'KompressionstherapieBein', 'Diagnose': 'KrampfadernWeiß', 'Anwendung': 'VenenleidenLeicht, Leise', 'Modifizierter Artikel': 'NeinMedical CE0068, ISO13485, ISO9001, FDA, GMP', 'Produktart': 'LymphdrainagegerätI-press4', 'Ödem': 'Lymphödem25', 'Herstellernummer': 'WHFItalien', 'Massagefunktionen': 'BeinmassageLymphgerät', 'EAN': '8019781031068'}",https://vi.vipr.ebaydesc.com/ws/eBayISAPI.dll?ViewItemDescV4&item=174429933956&t=1603100958000&category=36449&seller=vitalymph&excSoj=1&excTrk=1&lsite=77&ittenable=false&domain=ebay.de&descgauge=1&cspheader=1&oneClk=2&secureDesc=1,https://www.ebay.de/itm/174429933956
beta ecdysteron,"(90,28 Euro/100g) Powerstar Food - Beta Ecdysteron - 60 Kapseln",Beauty & Gesundheit,Vitamine & Lifestyle Nahrungsergänzungsmittel|Ernährung|Protein Shakes & Muskelaufbau,https://i.ebayimg.com/images/g/g3YAAOSwqOdePwM9/s-l300.jpg,"EUR 32,50/Stk.",402266556500,,"{'Mindesthaltbarkeit': '6 Monate und längernicht zutreffend', 'Verabreichungsform': 'Kapsel4260340153729'}",https://vi.vipr.ebaydesc.com/ws/eBayISAPI.dll?ViewItemDescV4&item=402266556500&t=0&category=97034&seller=kwax-sportnahrung&excSoj=1&excTrk=1&lsite=77&ittenable=false&domain=ebay.de&descgauge=1&cspheader=1&oneClk=2&secureDesc=1,https://www.ebay.de/itm/402266556500
lymphdrainage geraet,Venen Engel Druckwellenmas,Beauty & Gesundheit,Natur- & Alternativheilmittel|Sonstige|Beauty & Gesundheit|Massage|Massagegeräte|Mehr anzeigen Venen Engel 4 (standard) mit Beinmanschet...,https://i.ebayimg.com/images/g/dw4AAOSwD3taNllo/s-l300.jpg,"EUR 299,00",223315645140,,"{'Gewicht': 'ca. 3kgVE-001', 'Leistung & Netzspannung': '30W, 220V, 50/60HzKein Lymphdrainage-Gerät', 'Anwendungsdruck': '30 - 240 mmHgNein', 'Anwendungsdauer': 'bis 30 min.34cm x 32cm x 33cm', 'EAN': '4260324981706'}",https://vi.vipr.ebaydesc.com/ws/eBayISAPI.dll?ViewItemDescV4&item=223315645140&t=0&category=1279&seller=wellcosan-de&excSoj=1&excTrk=1&lsite=77&ittenable=false&domain=ebay.de&descgauge=1&cspheader=1&oneClk=2&secureDesc=1,https://www.ebay.de/itm/223315645140
beta ecdysteron,ECDYSTERON Ultrapure Caps - 245 mg Beta-Ecdystero,Beauty & Gesundheit,Vitamine & Lifestyle Nahrungsergänzungsmittel|Ernährung|Protein Shakes & Muskelaufbau|Mehr anzeigen Ecdysteron Ultrapure Caps 90 vegane Kapse...,https://i.ebayimg.com/images/g/MzMAAOSwX59fTlSp/s-l300.jpg,"EUR 29,99/Stk.",324141271563,,"{'Hauptverwendungszweck': 'Muskelaufbau, Power, Kraft, Bodybuilding, Fitness, Fitnessstudio & Training, GewichthebenNein', 'Herstellernummer': 'Ecdysteron Ultrapure CapsVeganer', 'Angebotspaket': 'NeinMorgens', 'Verabreichungsform': 'Kapsel1 Jahr und länger', 'Marke': 'Nutri-PlusNeutral', 'EAN': '4260351435937Beta-Ecdysteron'}",https://vi.vipr.ebaydesc.com/ws/eBayISAPI.dll?ViewItemDescV4&item=324141271563&t=1591253577000&category=97034&seller=nutri-plus&excSoj=1&excTrk=1&lsite=77&ittenable=false&domain=ebay.de&descgauge=1&cspheader=1&oneClk=2&secureDesc=1,https://www.ebay.de/itm/324141271563
index,Valve Index VR Kit,"TV, Video & Audio",Virtual Reality|PC- & Konsolen-VR Brillen,https://i.ebayimg.com/images/g/mxMAAOSw~~RfrhWx/s-l300.jpg,"EUR 970,00",224232526716,,{'Produktart': 'Eigenständiges VR-HeadsetValve Index'},https://vi.vipr.ebaydesc.com/ws/eBayISAPI.dll?ViewItemDescV4&item=224232526716&t=0&category=183068&seller=darkchris09&excSoj=1&excTrk=1&lsite=77&ittenable=false&domain=ebay.de&descgauge=1&cspheader=1&oneClk=2&secureDesc=1,https://www.ebay.de/itm/224232526716
index,Valve Index Headset / Brille + Controller,"TV, Video & Audio",Virtual Reality|PC- & Konsolen-VR Brillen,https://i.ebayimg.com/images/g/pfAAAOSwJ9FfrPkP/s-l300.jpg,"EUR 785,00",203174051661,,"{'Produktart': 'VR-Headset für PC und KonsoleIndex', 'EAN': '814585020625'}",https://vi.vipr.ebaydesc.com/ws/eBayISAPI.dll?ViewItemDescV4&item=203174051661&t=1605171595000&category=183068&seller=macho-woman&excSoj=1&excTrk=1&lsite=77&ittenable=false&domain=ebay.de&descgauge=1&cspheader=1&oneClk=2&secureDesc=1,https://www.ebay.de/itm/203174051661
unico klimageraet,"Monoblock Klimagerät UNICO AIR 8 SF Klimaanlage mit 1,8 kW | 6000 BTU",Heimwerker,Installation|Heizungs- & Klimasysteme|Mini-Split- & Inverter-Systeme|Mehr anzeigen Klimaanlage Olimpia Splendid nur Air 8 SF...,https://i.ebayimg.com/images/g/IgQAAOSwPitfovRC/s-l300.jpg,"EUR 817,00",174505544304,,"{'Anzahl': 'der Einheiten01503', 'Produktart': 'Heizung/Klimasonstige', 'UPC': 'Nicht zutreffendNicht zutreffend', 'EAN': '4062852031188'}",https://vi.vipr.ebaydesc.com/ws/eBayISAPI.dll?ViewItemDescV4&item=174505544304&t=0&category=185110&seller=klimaworld&excSoj=1&excTrk=1&lsite=77&ittenable=false&domain=ebay.de&descgauge=1&cspheader=1&oneClk=2&secureDesc=1&oversion=137b5257,https://www.ebay.de/itm/174505544304
unico klimageraet,Monoblock Klimagerät Unico Smart 10 HP 2.3 kW | 8000 BTU,Heimwerker,Installation|Heizungs- & Klimasysteme|Mini-Split- & Inverter-Systeme|Mehr anzeigen Klimaanlage Olimpia Splendid nur smart 10...,https://i.ebayimg.com/images/g/gNoAAOSw-9lfMBfS/s-l300.jpg,"EUR 951,41",174386544344,,"{'Anzahl': 'der Einheiten01492', 'Produktart': 'Heizung/Klimasonstige', 'UPC': 'Nicht zutreffendNicht zutreffend', 'EAN': '8033158181279'}",https://vi.vipr.ebaydesc.com/ws/eBayISAPI.dll?ViewItemDescV4&item=174386544344&t=0&category=185110&seller=klimaworld&excSoj=1&excTrk=1&lsite=77&ittenable=false&domain=ebay.de&descgauge=1&cspheader=1&oneClk=2&secureDesc=1&oversion=9abee654,https://www.ebay.de/itm/174386544344
konturenlehre,Bequee Kontur-Saker Vervielfältigu,Heimwerker,Werkzeuge|Messwerkzeuge & Messgeräte|Sonstige,https://i.ebayimg.com/images/g/5RwAAOSwPzxe~sw9/s-l300.jpg,"EUR 9,99",383706131158,,"{'Herstellernummer': 'nicht zutreffendABS', 'Gesamtlänge': 'ca. 280 mm'}",https://vi.vipr.ebaydesc.com/ws/eBayISAPI.dll?ViewItemDescV4&item=383706131158&t=1601111118000&category=42632&seller=pretzellhusky&excSoj=1&excTrk=1&lsite=77&ittenable=false&domain=ebay.de&descgauge=1&cspheader=1&oneClk=2&secureDesc=1,https://www.ebay.de/itm/383706131158
konturenlehre,Bequee Kontur-Saker Vervielfältigu,Heimwerker,Werkzeuge|Messwerkzeuge & Messgeräte|Sonstige|Möbel & Wohnen|Dekoration|Sofa- & Sesselüberwürfe,https://i.ebayimg.com/images/g/la4AAOSwlztfTcJG/s-l300.jpg,"EUR 10,89/Stk.",153695311477,,"{'Modell': 'ProduktartProfillehre/KonturenlehreManuell', 'Farbe': 'BlauProfillehre/Konturenlehre', 'Besonderheiten': 'Kompakt10 Zoll', 'Marke': 'MarkenlosKunststoff'}",https://vi.vipr.ebaydesc.com/ws/eBayISAPI.dll?ViewItemDescV4&item=153695311477&t=1605710096000&category=42632&seller=lyuyu99n&excSoj=1&excTrk=1&lsite=77&ittenable=false&domain=ebay.de&descgauge=1&cspheader=1&oneClk=2&secureDesc=1,https://www.ebay.de/itm/153695311477
search,NF - The Search CD NEU & OVP (Das neue Album 2019),Musik,CDs|Mehr anzeigen NF - die Search neue CD,https://i.ebayimg.com/images/g/etEAAOSwh2ReucEg/s-l300.jpg,"EUR 10,49",274559646364,,{},https://vi.vipr.ebaydesc.com/ws/eBayISAPI.dll?ViewItemDescV4&item=274559646364&t=0&category=176984&seller=samstore-de&excSoj=1&excTrk=1&lsite=77&ittenable=false&domain=ebay.de&descgauge=1&cspheader=1&oneClk=2&secureDesc=1,https://www.ebay.de/itm/274559646364
search,In Search Of Better Days von Incognito (2016),Musik,CDs|Mehr anzeigen In Search Of Better Days von Incognito (2...,https://i.ebayimg.com/images/g/AvsAAOSwrjBZ90oj/s-l300.jpg,,133577149511,,{'EAN': '4029759111160'},https://vi.vipr.ebaydesc.com/ws/eBayISAPI.dll?ViewItemDescV4&item=133577149511&t=0&category=176984&seller=jazzhornmusic&excSoj=1&excTrk=1&lsite=77&ittenable=false&domain=ebay.de&descgauge=1&cspheader=1&oneClk=2&secureDesc=1,https://www.ebay.de/itm/133577149511
19 zoll reifen,19 Zoll schwarze Felgen auf Sommerreifen ! ,Auto & Motorrad: Teile,Autoreifen & Felgen|Kompletträder,https://i.ebayimg.com/images/g/tXQAAOSw31JfYe6C/s-l300.jpg,"EUR 240,00",114497085903,,"{'Produktart': 'Reifensatz235', 'Reifenhersteller': 'Goodyear19', 'Reifenquerschnitt': '355', 'Jahreszeiten': 'SommerAluminium'}",https://vi.vipr.ebaydesc.com/ws/eBayISAPI.dll?ViewItemDescV4&item=114497085903&t=0&category=179681&seller=schlebuscher1&excSoj=1&excTrk=1&lsite=77&ittenable=false&domain=ebay.de&descgauge=1&cspheader=1&oneClk=2&secureDesc=1,https://www.ebay.de/itm/114497085903
ahuhu shampoo,AHUHU Keratin Rebuild Aufbau Shampoo 75ml Phytokeratin  Neu ,Beauty & Gesundheit,Haarpflege & Haarstyling|Shampoos & Spülungen,https://i.ebayimg.com/images/g/SigAAOSwJ7Rfr8Jc/s-l300.jpg,"EUR 7,99",224234690106,,"{'Produktart': 'Shampoo75 ml', 'Produktlinie': 'AhuhuGranatapfel & Amaranth', 'Wirksame Inhaltsstoffe': 'Granatapfel & Amaranth, Keratin23428'}",https://vi.vipr.ebaydesc.com/ws/eBayISAPI.dll?ViewItemDescV4&item=224234690106&t=0&category=177661&seller=fungata&excSoj=1&excTrk=1&lsite=77&ittenable=false&domain=ebay.de&descgauge=1&cspheader=1&oneClk=2&secureDesc=1,https://www.ebay.de/itm/224234690106
hochfrequenzstab,Hochfrequenzst,Beauty & Gesundheit,Gesichtspflege|Gesichtspflegegeräte,https://i.ebayimg.com/images/g/MYEAAOSw2IxfXC8Z/s-l300.jpg,"EUR 20,59/Stk.",313181960726,,"{'Modifizierter Artikel': 'NeinMarkenlos', 'Herstellungsland und -region': 'UnbekanntElektrische Gesichtsbürste', 'Herstellernummer': 'KeH1371873Nein', 'EAN': '8030966532255'}",https://vi.vipr.ebaydesc.com/ws/eBayISAPI.dll?ViewItemDescV4&item=313181960726&t=1603181008000&category=177767&seller=magicshop20&excSoj=1&excTrk=1&lsite=77&ittenable=false&domain=ebay.de&descgauge=1&cspheader=1&oneClk=2&secureDesc=1,https://www.ebay.de/itm/313181960726
ahuhu shampoo,Ahuhu Bio-Haarpflege 500 ml Koffein Verdickendes Shampoo OVP,Beauty & Gesundheit,Haarpflege & Haarstyling|Shampoos & Spülungen|Mehr anzeigen Ahuhu Bio-Haarpflege 500 ml Koffein Verdi...,https://i.ebayimg.com/images/g/5mUAAOSwwfdfrQsy/s-l300.jpg,,324373250323,,"{'Abteilung': 'Unisex, ErwachsenerShampoo', 'Haartyp': 'Alle HaartypenVolumengebend', 'MPN': '23093Ahuhu', 'Inhaltsstoffe': 'Koffein23093', 'Inhalt': '500 mlBio', 'EAN': '4055482230939'}",https://vi.vipr.ebaydesc.com/ws/eBayISAPI.dll?ViewItemDescV4&item=324373250323&t=0&category=177661&seller=misses-burberry&excSoj=1&excTrk=1&lsite=77&ittenable=false&domain=ebay.de&descgauge=1&cspheader=1&oneClk=2&secureDesc=1,https://www.ebay.de/itm/324373250323
hochfrequenzstab,Hochfrequenzst,Beauty & Gesundheit,Gesichtspflege|Gesichtspflegegeräte|Business & Industrie|Sonstige Branchen & Produkte|Friseursalon & Kosmetikstudio|Kosmetikprodukte,https://i.ebayimg.com/images/g/X1gAAOSwFVFdOtVi/s-l300.jpg,"EUR 59,00",183899579715,,"{'Maße (LxBxH)': '25 x 4.5 x 4.5 cmHFI-10', 'Modell': 'Physa HFI-104250928634009', 'Spannung': '230 V0.600 kg', 'Leistung': '10 W33.000 x 21.000 x 6.000 cm', 'Netzkabel': '1,90 m0.3 kg'}",https://vi.vipr.ebaydesc.com/ws/eBayISAPI.dll?ViewItemDescV4&item=183899579715&t=1588575090000&category=177767&seller=expondo.germany&excSoj=1&excTrk=1&lsite=77&ittenable=false&domain=ebay.de&descgauge=1&cspheader=1&oneClk=2&secureDesc=1,https://www.ebay.de/itm/183899579715
kombigrill,"Kombigrill Gasgrill und Holzkohlegrill ""SIERRA"" von El Fuego® Grill Smoker BBQ",Garten & Terrasse,"Grills, Heizstrahler & Picknickzubehör|Grills",https://i.ebayimg.com/images/g/1FsAAOSw~~9czbTg/s-l300.jpg,"EUR 359,00",282035004189,,"{'Angebotspaket': 'NeinEdelstahl, Arbeitsplatte/Seitentisch, Mit Rädern, Mit Temperaturregler, Mit Warmhalterost, Deckelhalter, Freistehend, Infrarot', 'Produktart': 'Gasgrill 3 Hauptbrenner + 1 InfrarotbrennerEl Fuego', 'Grillfläche': '43 x 45 cm (2x)44 kg (netto), 50 kg (brutto)', 'Zündungsart': 'ManuellSIERRA', 'Betriebsart': 'Gas und Holzkohle173,5 cm', 'Grillplatten Material': 'Grillrost gusseisernStahl, Eisen und Edelstahl', 'Ausländisches Produkt': 'JaAY 573', 'Modifizierter Artikel': 'Nein60 cm', 'Farbe': 'SchwarzNicht zutreffend'}",https://vi.vipr.ebaydesc.com/ws/eBayISAPI.dll?ViewItemDescV4&item=282035004189&t=1556985567000&category=151621&seller=made-4-me&excSoj=1&excTrk=1&lsite=77&ittenable=false&domain=ebay.de&descgauge=1&cspheader=1&oneClk=2&secureDesc=1,https://www.ebay.de/itm/282035004189
